AU1,AU2,AU4,AU6,AU7,AU9,AU12,AU15,AU16,AU20,AU23,AU26,Left,Lower,Right,Upper,class
0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.3089430894308943,0.0,0.0,0.0,0.0,0.0,0.3089430894308943,0.3089430894308943,0.024390243902439025,0.024390243902439025,Negative
0.0,0.0,0.0,0.1811111111111111,0.0,0.25,0.06888888888888889,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,Negative
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,Negative
0.0,0.0,0.024029574861367843,0.0,0.04066543438077635,0.10536044362292052,0.10536044362292052,0.0,0.0,0.0,0.0,0.0,0.31423290203327175,0.10536044362292052,0.048059149722735686,0.2569316081330869,Negative
0.0,0.0,0.0,0.11873840445269018,0.0,0.11873840445269018,0.0,0.0,0.0,0.0,0.0,0.0,0.04267161410018553,0.11873840445269018,0.3376623376623377,0.2634508348794063,Negative
0.0,0.0,0.0,0.11576626240352814,0.0,0.143329658213892,0.06945975744211688,0.04189636163175304,0.04189636163175304,0.0,0.08048511576626241,0.04189636163175304,0.09151047409040795,0.19625137816979055,0.14663726571113564,0.030871003307607506,Negative
0.0,0.0,0.02170767004341534,0.0,0.0,0.0,0.18813314037626627,0.0,0.0,0.0,0.18813314037626627,0.0,0.06657018813314038,0.18813314037626627,0.2344428364688857,0.11287988422575977,Negative
0.0,0.0,0.031476997578692496,0.10774818401937046,0.0,0.18523002421307508,0.0774818401937046,0.0,0.0,0.0,0.0,0.0,0.05447941888619855,0.0774818401937046,0.24455205811138014,0.2215496368038741,Negative
0.02284263959390863,0.0,0.07360406091370558,0.048223350253807105,0.0,0.14720812182741116,0.0,0.0,0.0,0.06598984771573604,0.0,0.06598984771573604,0.1319796954314721,0.2131979695431472,0.15736040609137056,0.07360406091370558,Negative
0.027210884353741496,0.0,0.0,0.0,0.03854875283446712,0.09070294784580499,0.09070294784580499,0.0,0.0,0.0,0.0,0.0,0.3424036281179138,0.09070294784580499,0.03401360544217687,0.2857142857142857,Negative
0.0,0.0,0.0,0.0,0.0,0.04006410256410257,0.06730769230769232,0.10416666666666669,0.13621794871794873,0.06490384615384616,0.07692307692307693,0.0921474358974359,0.2091346153846154,0.2091346153846154,0.0,0.0,Negative
0.17196531791907516,0.0,0.14306358381502893,0.0,0.09104046242774567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09682080924855493,0.0,0.2008670520231214,0.296242774566474,Negative
0.0,0.0,0.0,0.0,0.0,0.08935361216730037,0.019011406844106463,0.10646387832699619,0.13022813688212928,0.02091254752851711,0.11692015209125474,0.061787072243346,0.20722433460076045,0.22718631178707221,0.02091254752851711,0.0,Negative
0.03488372093023256,0.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.0,0.0,0.46511627906976744,Negative
0.0,0.0,0.0,0.0,0.0,0.2263374485596708,0.25788751714677643,0.0,0.0,0.0,0.0,0.0,0.03155006858710563,0.25788751714677643,0.2263374485596708,0.0,Negative
0.0985545335085414,0.0,0.06964520367936926,0.0,0.0,0.12220762155059134,0.17082785808147177,0.0,0.0,0.0,0.0,0.0,0.0985545335085414,0.17082785808147177,0.17082785808147177,0.0985545335085414,Negative
0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,Negative
0.0,0.0,0.0,0.0,0.0,0.23657474600870826,0.2177068214804064,0.0,0.0,0.0,0.0,0.0,0.01886792452830189,0.2728592162554427,0.2539912917271408,0.0,Negative
0.0,0.0,0.0,0.30700447093889716,0.0,0.08047690014903129,0.0,0.0,0.0,0.0,0.0,0.0,0.25633383010432187,0.08047690014903129,0.04918032786885246,0.22652757078986585,Negative
0.0,0.0,0.0,0.0,0.0,0.24867021276595747,0.19547872340425532,0.0,0.0,0.0,0.0,0.0,0.19547872340425532,0.2779255319148936,0.0824468085106383,0.0,Negative
0.0,0.0,0.012915129151291515,0.13468634686346864,0.012915129151291515,0.03505535055350554,0.03505535055350554,0.0,0.0,0.0,0.0,0.0,0.012915129151291515,0.04797047970479705,0.3726937269372694,0.33579335793357934,Negative
0.09395973154362416,0.0,0.09395973154362416,0.10738255033557047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2483221476510067,0.060402684563758385,0.10738255033557047,0.2885906040268456,Negative
0.18416523235800347,0.0,0.06540447504302926,0.025817555938037865,0.06196213425129088,0.01204819277108434,0.0,0.0,0.0,0.0,0.0,0.0,0.22030981067125646,0.01204819277108434,0.10499139414802065,0.3132530120481928,Negative
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.3141592920353982,0.0,0.0,0.0,0.0,0.0,0.3141592920353982,0.3429203539823009,0.028761061946902658,0.0,Positive
0.05294117647058823,0.0,0.047058823529411764,0.0,0.0,0.22352941176470587,0.06176470588235293,0.0,0.0,0.0,0.0,0.0,0.23235294117647057,0.22352941176470587,0.08382352941176469,0.075,Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,Positive
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,Positive
0.0,0.0,0.0,0.22320117474302495,0.0,0.2290748898678414,0.0,0.02202643171806167,0.02202643171806167,0.0,0.0,0.0,0.051395007342143896,0.08076358296622614,0.19970631424375918,0.17180616740088103,Positive
0.08,0.0,0.08,0.0,0.0,0.08,0.08888888888888889,0.0,0.0,0.0,0.08888888888888889,0.0,0.08,0.1688888888888889,0.2533333333333333,0.08,Positive
0.0,0.0,0.0,0.025083612040133776,0.0,0.19565217391304346,0.1705685618729097,0.0,0.0,0.0,0.0,0.0,0.0,0.19565217391304346,0.3043478260869565,0.10869565217391304,Positive
