@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.0,0.42,0.0,0.0,0.0,0.8,0.0,0.0,0.28,0.8,0.28,0.28,1.08,1.04,0.65,Negative
0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.07,0.8,0.0,0.0,0.84,2.03,1.19,0.0,Negative
0.0,0.0,0.57,0.33,0.15,0.65,3.96,0.0,0.4,0.0,3.7,0.0,4.15,4.2,2.31,2.27,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2.78,0.0,Positive
0.82,0.0,0.38,0.27,0.19,0.92,0.32,0.32,0.0,0.32,0.32,0.32,2.61,1.24,0.84,2.21,Neutral
0.46,0.0,0.0,0.0,0.65,1.67,0.23,0.0,0.0,0.0,0.0,0.0,0.76,0.23,1.82,2.57,Negative
0.0,0.0,0.0,0.1,0.0,0.75,0.58,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.1,0.1,Negative
0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2.25,0.33,Negative
0.4,0.0,0.32,0.08,0.18,1.13,0.87,0.0,0.0,0.0,0.0,0.0,0.88,0.87,1.23,1.26,Positive
0.0,0.0,0.0,2.98,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,2.98,Neutral
0.0,0.0,0.0,0.78,0.0,1.38,0.3,0.0,0.0,0.0,0.0,0.0,1.56,1.68,0.37,0.25,Positive
0.0,0.0,0.0,0.4,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.77,1.36,0.33,Positive
0.0,0.0,0.8,0.48,0.0,4.05,2.18,0.0,0.0,0.0,0.0,0.0,1.55,4.05,4.76,2.56,Negative
0.18,0.0,0.0,0.75,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.63,2.77,Negative
0.0,0.0,0.0,0.18,0.32,0.17,1.13,0.0,0.0,0.0,0.68,0.0,0.0,1.13,1.8,0.67,Neutral
0.2,0.0,0.0,0.0,0.25,1.57,0.66,0.0,0.0,0.0,0.0,0.0,1.27,0.92,0.92,1.37,Negative
