@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.12,0.77,1.37,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.2,0.82,4.92,Negative
0.0,0.0,0.95,0.18,1.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.12,0.67,2.65,Negative
0.0,0.0,0.0,0.37,0.29,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.51,0.49,1.35,1.37,Positive
0.0,0.0,0.0,0.0,1.29,0.82,0.72,0.0,0.0,0.0,0.0,0.0,2.22,0.93,0.0,1.29,Negative
0.0,0.0,0.0,0.64,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.57,1.72,2.05,Neutral
1.3,0.0,0.0,0.0,0.0,0.42,1.93,0.0,0.0,0.0,0.0,0.0,1.3,1.93,1.93,1.3,Negative
0.0,0.0,0.0,0.75,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.12,1.12,1.65,Negative
0.21,0.0,0.0,0.0,0.0,0.18,0.14,0.62,0.62,0.62,0.51,0.77,0.21,0.77,0.95,0.4,Neutral
0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,2.5,2.55,0.52,Negative
0.71,0.17,0.17,0.0,1.44,0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.47,1.24,2.26,Negative
0.0,0.0,0.0,0.22,0.12,0.45,0.7,0.0,0.25,0.0,0.25,0.0,0.56,0.7,1.89,2.0,Negative
0.21,0.0,0.15,0.09,0.42,0.67,0.5,0.0,0.5,0.0,0.0,0.0,0.06,1.17,2.12,1.02,Neutral
0.0,0.0,0.0,0.2,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.96,0.0,0.2,Negative
0.0,0.0,0.25,0.54,0.52,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.27,0.52,Negative
0.0,0.0,0.0,0.0,0.0,0.69,0.24,0.62,0.24,0.62,0.0,0.0,1.0,1.07,0.67,0.69,Positive
0.0,0.0,0.0,0.0,0.43,1.77,1.63,0.0,0.0,0.0,0.0,0.0,0.13,1.77,2.4,0.77,Negative
0.0,0.0,0.0,0.13,0.0,0.35,1.0,0.0,1.0,0.0,0.0,0.0,0.17,1.22,1.35,0.3,Positive
0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,2.95,2.58,Negative
0.0,0.0,0.0,0.0,0.0,0.3,2.37,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.55,0.0,Positive
0.0,0.0,0.0,1.43,0.0,1.26,0.24,0.81,0.0,0.81,0.81,0.81,1.15,1.62,2.22,1.95,Negative
0.0,0.0,3.34,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.2,3.54,Negative
0.0,0.0,0.0,2.5,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.01,2.32,3.97,Negative
0.53,0.0,0.53,0.0,0.0,2.66,0.8,0.0,0.32,0.0,0.0,0.0,0.74,3.45,2.98,0.75,Negative
0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.17,4.61,Negative
0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.01,1.7,Negative
0.27,0.0,0.19,0.17,0.17,0.32,0.86,0.0,0.0,0.0,0.62,0.0,0.98,0.93,0.36,1.27,Negative
1.12,0.0,0.28,0.0,1.39,1.63,1.12,0.0,0.0,0.0,0.0,0.1,0.28,1.4,5.89,4.77,Negative
0.0,0.0,0.0,0.3,0.0,0.1,0.38,0.0,0.38,0.0,0.0,0.0,0.65,0.92,0.92,0.65,Positive
0.32,0.0,1.15,0.28,0.7,3.98,1.6,0.0,0.0,0.0,0.0,0.0,2.15,5.11,2.01,1.98,Negative
0.0,0.0,0.0,0.3,0.0,1.08,1.45,0.0,0.45,0.45,0.45,0.0,1.0,1.68,1.83,1.15,Positive
0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1.3,0.87,1.3,0.0,0.28,1.81,1.81,0.28,Positive
