@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.0,0.0,0.0,0.0,2.67,1.27,0.0,0.0,0.0,0.0,0.0,0.0,4.29,4.29,0.0,Negative
0.0,0.0,0.06,0.33,0.0,0.18,0.45,0.0,0.0,0.0,0.28,0.0,0.6,0.45,2.13,2.28,Negative
0.44,0.0,0.31,0.0,0.33,0.0,1.28,0.0,0.67,0.0,0.0,0.0,1.93,1.28,1.2,1.85,Positive
0.0,0.0,0.43,0.6,0.43,0.6,1.42,0.0,0.57,0.0,0.45,0.0,1.29,1.42,1.42,1.29,Negative
0.0,0.0,0.0,0.0,0.15,0.86,0.58,0.0,0.58,0.0,0.0,0.0,0.0,1.45,1.85,0.4,Positive
0.0,0.0,0.0,0.07,0.65,0.72,1.33,0.0,1.72,0.38,0.38,0.0,0.88,2.43,3.0,1.45,Negative
0.0,0.0,0.0,1.15,0.4,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,2.15,1.55,Negative
0.0,0.0,0.0,1.72,0.0,0.38,0.9,0.25,1.15,0.25,0.25,0.0,2.58,1.32,1.14,2.41,Negative
0.0,0.0,0.0,1.49,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.91,Negative
0.0,0.0,0.0,0.15,0.0,0.16,0.52,0.0,0.3,0.0,0.0,0.0,0.0,0.9,1.05,0.15,Negative
0.0,0.0,0.0,1.62,0.5,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,2.19,2.42,Positive
0.12,0.0,0.12,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,3.15,0.8,Negative
0.0,0.0,0.16,0.58,0.16,0.7,0.46,0.0,0.0,0.15,0.17,0.15,0.28,0.72,0.66,0.74,Positive
0.0,0.0,0.0,1.73,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.3,0.5,Negative
0.44,0.0,0.44,1.33,0.0,1.42,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.18,1.87,1.77,Neutral
0.0,0.0,0.31,0.0,0.33,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.37,0.24,0.69,1.36,Negative
0.47,0.0,1.49,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,Negative
0.0,0.08,0.15,0.0,0.31,0.12,0.29,0.0,0.29,0.0,0.0,0.0,1.15,0.72,0.62,1.34,Negative
0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,2.98,1.59,Negative
0.0,0.0,0.0,0.23,0.0,0.18,1.78,0.0,0.0,0.0,0.0,0.0,0.41,1.96,1.78,0.23,Negative
0.33,0.0,0.0,0.0,0.08,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0.52,1.1,0.58,Positive
0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.42,1.9,Negative
0.0,0.0,0.0,0.0,0.0,0.73,1.16,0.0,1.16,0.91,0.91,0.0,0.67,1.59,1.35,0.43,Positive
0.0,0.0,0.97,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,Negative
1.06,0.16,0.38,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.37,2.51,1.8,Neutral
0.0,0.0,0.0,3.31,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.65,0.0,3.31,Positive
0.0,0.0,0.0,0.18,1.25,0.93,1.65,0.0,1.35,0.0,0.0,0.0,0.98,1.65,3.87,3.39,Neutral
0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.18,3.26,Negative
0.0,0.0,0.0,0.15,0.0,0.8,1.12,0.0,0.0,0.0,0.0,0.0,0.37,1.7,1.7,0.37,Neutral
0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.13,1.33,1.75,Negative
0.77,0.0,3.19,2.04,1.05,2.66,0.18,0.0,0.0,0.0,0.0,0.0,0.81,0.26,7.33,7.88,Negative
0.0,0.0,0.27,1.26,0.0,0.15,1.95,0.0,0.0,0.0,1.95,0.0,0.36,1.95,2.85,1.26,Negative
0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,2.16,2.16,0.0,0.0,Negative
0.43,0.0,0.0,0.22,0.32,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.78,0.77,0.65,1.1,Positive
0.0,0.0,0.0,0.0,1.77,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.22,0.58,1.94,Neutral
0.14,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.58,2.58,0.14,Positive
0.0,0.0,0.0,0.0,0.63,0.0,0.15,0.0,0.0,0.0,0.0,0.0,4.13,0.15,0.5,4.63,Neutral
0.0,0.0,0.13,0.0,0.13,0.15,0.58,0.0,0.58,0.0,0.0,0.0,0.15,0.73,1.28,0.7,Negative
0.0,0.0,0.0,0.0,0.0,2.08,1.6,0.0,1.6,0.68,0.0,0.0,2.76,3.68,1.0,0.28,Negative
0.38,0.0,0.38,0.45,0.3,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.88,5.02,1.98,Negative
0.0,0.0,0.0,0.0,0.35,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.58,0.58,0.37,0.79,0.79,0.0,1.23,1.4,0.17,Negative
0.0,0.0,0.0,0.0,0.0,0.38,0.73,0.0,0.0,0.0,0.0,0.0,0.07,1.1,1.22,0.19,Negative
0.45,0.0,0.0,0.0,0.45,0.98,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.91,0.93,Negative
0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.05,0.12,2.45,Positive
