@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.0,0.0,1.43,0.82,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.24,1.36,Neutral
0.08,0.0,0.0,0.0,0.2,0.1,1.06,0.11,1.17,0.11,0.11,0.11,0.4,1.27,1.15,0.28,Negative
0.0,0.0,0.0,0.0,0.0,0.58,0.75,0.0,0.0,0.75,0.0,0.0,0.83,1.33,1.33,0.83,Positive
0.0,0.0,0.0,0.0,0.0,2.72,2.48,0.0,0.0,0.0,0.37,0.0,2.12,3.08,0.97,0.0,Negative
0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.42,2.36,1.15,Positive
0.68,0.0,0.0,0.0,0.42,0.56,0.88,0.0,0.0,0.0,0.0,0.0,2.83,0.97,0.29,2.15,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.15,0.0,0.0,0.0,0.0,0.42,0.42,0.0,Neutral
0.0,0.0,0.0,0.39,0.0,0.84,0.11,0.61,0.32,0.93,0.47,0.0,0.33,1.88,2.23,0.91,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative
0.9,0.0,1.68,0.43,0.3,0.58,1.88,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.58,0.3,Negative
0.0,0.0,0.0,1.05,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.12,2.37,2.77,Negative
0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.39,2.39,0.0,Negative
0.0,0.0,0.0,0.15,1.34,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.26,1.43,2.44,Positive
0.37,0.0,0.44,0.22,1.28,0.14,0.34,0.0,0.0,0.0,0.0,0.0,1.62,0.34,0.87,2.16,Negative
0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.24,0.0,0.18,Negative
0.0,0.0,0.0,0.63,0.0,2.03,0.54,0.0,0.0,0.0,0.0,0.0,0.89,3.03,2.94,0.63,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.77,1.33,Negative
0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.35,4.24,Negative
0.0,0.0,0.32,1.64,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,2.17,2.52,Negative
0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.8,1.25,0.63,Positive
0.0,0.0,0.0,0.12,0.0,0.42,1.95,0.5,1.53,0.7,0.0,0.0,1.26,2.73,2.4,1.13,Negative
0.0,0.0,0.0,0.0,0.0,0.4,0.69,0.25,0.18,0.0,0.41,0.18,0.76,0.94,0.18,0.0,Neutral
0.68,0.0,0.57,0.33,0.13,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.43,1.1,1.43,Negative
