AU1,AU2,AU4,AU6,AU7,AU9,AU12,AU15,AU16,AU20,AU23,AU26,Left,Lower,Right,Upper,class
0.0,0.0,0.0,0.48,0.0,0.35,1.45,0.0,0.0,0.0,0.0,0.0,0.0,1.45,2.73,1.28,Negative
0.0,0.0,0.0,0.38,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.63,1.43,1.77,0.97,Negative
0.0,0.0,0.0,0.0,0.0,0.32,0.37,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.05,2.0,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.77,1.33,Negative
0.0,0.0,0.3,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2.5,0.95,Negative
0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,2.51,Negative
0.0,0.0,0.0,0.65,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.17,2.21,2.56,Negative
0.99,0.0,0.0,0.0,0.42,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2.45,2.34,Negative
0.0,0.0,0.0,0.4,0.0,0.74,1.32,0.27,0.27,0.27,1.13,0.43,0.27,1.59,2.59,1.27,Negative
0.0,0.0,0.0,0.43,0.4,2.71,2.54,0.0,0.0,0.0,0.0,0.06,1.16,2.6,2.45,1.01,Negative
0.0,0.0,0.0,0.0,0.0,0.09,0.84,0.16,0.22,0.16,0.48,0.22,0.0,1.06,1.06,0.0,Negative
0.27,0.0,0.2,0.0,0.72,0.37,0.67,0.0,0.0,0.0,0.0,0.0,1.05,0.67,1.06,1.43,Negative
0.0,0.0,0.0,0.92,0.0,2.17,0.4,0.0,0.0,0.0,0.0,0.0,0.24,0.4,1.32,2.17,Negative
1.5,0.0,0.0,0.0,1.07,0.65,0.63,0.0,0.0,0.0,0.0,0.0,1.68,0.63,0.7,1.75,Negative
0.0,0.0,0.0,0.22,0.4,0.22,0.75,0.0,1.22,0.0,0.0,0.0,1.32,1.5,1.22,1.04,Negative
